,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Cleaned_Review_Text,Extracted_Aspects,Aspect_Sentiment
2500,1078,29,Cute but runs large,"I was really hoping this dress would work out, as it looks like it could be a staple outfit for work! the material is very nice, but unfortunately the dress was way too big. there is a band right under the chest that i would think should be somewhat fitted to give the dress some shape to your figure, but it was wayyy to big on me (especially considering i am large-chested! i will be returning this.",3,1,0,General Petite,Dresses,Dresses,really hoping dress would work looks like could staple outfit work material nice unfortunately dress way big band right chest would think somewhat fitted give dress shape figure wayyy big especially considering largechested returning,['fit'],{'fit': 1.0}
2502,1078,50,Great with leggings,"This dress is too short for me to wear as a dress, at 5'7"" and over 40. however is is great with leggings and boots.
it drapes nicely not over sized like many dresses this style. the color is more earthy than pictured. it's actually nicer in person than online. and it has a wonderful texture to it. i was drawn to it when i walked in the store they had it on display under s short cropped jacket and boots.",4,1,13,General Petite,Dresses,Dresses,dress short wear dress however great leggings boots drapes nicely sized like many dresses style color earthy pictured actually nicer person online wonderful texture drawn walked store display short cropped jacket boots,"['style', 'color']","{'style': 3.0, 'color': 3.0}"
2504,1078,47,A shirtdress that swings,"This is a really cute and flattering dress on me. i am 5'4"" 120 lbs and the 4 is a perfect fit. i am a little busty but the empire seam brings the dress back in slightly below my chest so it does not tent out.the asymmetrical hem makes it really flowy when you walk. the under dress is a lightweight fabric in a sheath cut that is shorter than the over dress which is a fun detail. the over dress material is somewhat gauzy and it moves as you move. the pockets are positioned in the front which is a",5,1,1,General Petite,Dresses,Dresses,really cute flattering dress lbs perfect fit little busty empire seam brings dress back slightly chest tent outthe asymmetrical hem makes really flowy walk dress lightweight fabric sheath cut shorter dress fun detail dress material somewhat gauzy moves move pockets positioned front,"['fit', 'pockets', 'weight']","{'fit': 2.0, 'pockets': 2.0, 'weight': 2.0}"
2506,1078,42,Classic!,Very comfortable to wear. you can wear it any season.  it runs true to size.  nice fabric.  it&amp;#39;s a simple black dress.  love it!,5,1,0,General Petite,Dresses,Dresses,comfortable wear wear season runs true size nice fabric itamps simple black dress love,['comfort'],{'comfort': 2.0}
2507,1078,61,Enormous,I ordered a size 0. the dress was extremely large. i am 5'2 and weigh 110. i guess you really must be 5'9 like the model to wear this dress. such a shame..,3,0,7,General Petite,Dresses,Dresses,ordered size dress extremely large weigh guess really must like model wear dress shame,,
2508,1078,33,Not my kind of fit,"I wanted a comfortable and loose casual dress. i liked the pictures and decided to give it a try.
the dress turned out to be too loose (i got size 4 after checking the measurements chart, i'm 5'7' 125 lb and usually wear s). i could practically wrap myself in this dress. besides, it looks a bit too long (well, i'm not as tall as the model in the photos and i don't like wearing high heels).
the material looks faded, not as bright as in the pictures. i like distressed and vintage style, but this",2,0,0,General Petite,Dresses,Dresses,wanted comfortable loose casual dress liked pictures decided give try dress turned loose got size checking measurements chart im lb usually wear could practically wrap dress besides looks bit long well im tall model photos dont like wearing high heels material looks faded bright pictures like distressed vintage style,"['comfort', 'style']","{'comfort': 1.0, 'style': 1.0}"
2514,1078,44,Wonderful but button issues,"This dress just feels and looks amazing. i love how it isn't too short like a lot of new styles. i think it will be wonderful with leggings or tights in the winter. i also love the plaid cuff detail. the only drawback is the buttons need to be reinforced. i got home and realized one button was missing. i went to the store to swap for a new one and when i went to cuff the arms, 2 buttons popped off!",4,1,0,General Petite,Dresses,Dresses,dress feels looks amazing love isnt short like lot new styles think wonderful leggings tights winter also love plaid cuff detail drawback buttons need reinforced got home realized one button missing went store swap new one went cuff arms buttons popped,['style'],{'style': 5.0}
2515,1078,42,Why isn't this dress sold out?!,"It is such a pretty dress. the pics don't do this dress any justice. the cut and style is so flattering. the colors are gorgeous. you can wear it on a cool evening in summer and well into fall. i absolutely love this dress. even if the material appears a bit rough, there is a slip underneath.",5,1,0,General Petite,Dresses,Dresses,pretty dress pics dont dress justice cut style flattering colors gorgeous wear cool evening summer well fall absolutely love dress even material appears bit rough slip underneath,"['style', 'color']","{'style': 3.0, 'color': 3.0}"
2516,1078,39,Velvet crush,This dress is so soft and cozy and pretty.  love the shine and interesting sheen whenever you move.  very comfortable and looks great with a variety of layers. i want to buy more colors but right now i just have the mauve. ordered size m and i'm 38-27-35 #135.,5,1,0,General Petite,Dresses,Dresses,dress soft cozy pretty love shine interesting sheen whenever move comfortable looks great variety layers want buy colors right mauve ordered size im,"['comfort', 'color']","{'comfort': 3.0, 'color': 3.0}"
2517,1078,47,Babydoll,The colour is gorgeous but it's basically a baby doll dress - it looks like the waist is much lower on the model but for my height and large chest it' fell like a baby doll or a maternity dress. not flattering. pockets are a nice touch though.,4,1,3,General Petite,Dresses,Dresses,colour gorgeous basically baby doll dress looks like waist much lower model height large chest fell like baby doll maternity dress flattering pockets nice touch though,['pockets'],{'pockets': 4.0}
2518,1078,38,Versitle,"I ordered this online with out trying it on the store. it does hang a teeny bit loser than in the photo of the model but in my opinion doesn't look bad. plus, i'm not a model...;) what i did was put a thick belt on and it just brought the dress to a new level. love it with a belt. i am an art teacher and it was perfect for work and then going out after with friends. (the school is not secular so the skirt must be long enough (it hit right above my knees in the front) as well as the sleeves) i ag",4,1,0,General Petite,Dresses,Dresses,ordered online trying store hang teeny bit loser photo model opinion doesnt look bad plus im model put thick belt brought dress new level love belt art teacher perfect work going friends school secular skirt must long enough hit right knees front well sleeves ag,,
2521,1078,44,Classic and comfort,"This dress is gorgeous yet sturdy, it is all about the lace. size regular 4 fit my chest area well and i like the midi look (i am 5ft2in, 34b, 26 waist, 36 hips). whether regular or petite size, when i walked or turned, the pleats added too much volume and looked overwhelming and no shape. i tried it with a belt and it looked better, but looked odd because the pleats poofed at the belt area. i tried with a sweater, jacket...then finally gave up. it would look gorgeous on a tall thin gal.",4,1,0,General Petite,Dresses,Dresses,dress gorgeous yet sturdy lace size regular fit chest area well like midi look ftin b waist hips whether regular petite size walked turned pleats added much volume looked overwhelming shape tried belt looked better looked odd pleats poofed belt area tried sweater jacketthen finally gave would look gorgeous tall thin gal,['fit'],{'fit': 3.0}
